0.001886792,121.4304292
0.02,123.9148898
0.04,125.0241816
0.061886792,124.6185354
0.08,109.772593
0.1,91.43387843
0.12,79.79026631
0.14,70.87964546
0.16,63.51857857
0.18,58.1318807
0.2,53.61925061
0.22,50.33202809
0.24,47.5243434
0.26,45.96230573
0.28,45.00969232
0.3,45.00291176
0.32,45.0109812
0.34,45.16439258
0.36,45.32240808
0.385660377,47.82598547
0.4,57.4358436
0.42,68.85012646
0.44,77.41857631
0.46,83.00373736
0.48,88.25211977
0.5,92.24529562
0.52,95.24570656
0.54,97.83524129
0.56,100.0219313
0.58,101.9017335
0.6,103.7811353
0.62,105.0169159
0.64,106.2785856
0.66,107.5198267
0.68,108.4243098
0.7,109.395931
0.72,110.0220481
0.74,110.7858814
0.76,111.2750119
0.78,111.9058291
0.8,112.5224548
0.82,112.9894199
0.84,113.1470377
0.86,113.4399529
0.88,113.7723421
0.9,113.7719262
0.92,114.0750911
0.94,114.397303
0.96,114.3972671
0.98,114.6885694
1,121.089633